#Types Before Cut: 11091
#Types After Cut: 9706
#Search Hits: 0
694	8	20.953	надя
695	8	4.630	немного
696	8	0.035	нему
697	8	9.950	неплохо
698	8	20.953	неудобно
699	8	0.672	никак
700	8	20.953	никит
701	8	8.194	номер
702	8	6.776	ночь
703	8	6.776	нужен
704	8	8.194	обязательно
705	8	20.953	одиннадцать
706	8	2.515	опыт
707	8	1.223	осталось
708	8	15.304	паре
709	8	20.953	поехал
710	8	9.950	приехал
711	8	20.953	прихожу
712	8	4.630	пришел
713	8	0.921	путь
714	8	15.304	работала
715	8	4.630	разговор
716	8	0.468	районе
717	8	5.607	рано
718	8	6.776	решила
719	8	15.304	родителей
720	8	3.108	сделал
721	8	5.607	сделали
722	8	20.953	смотрел
723	8	20.953	смотрела
724	8	1.223	сожалению
725	8	9.950	сто
726	8	20.953	студентов
727	8	20.953	типо
728	8	20.953	умер
729	8	20.953	учился
730	8	20.953	учится
731	8	20.953	хе
732	8	12.204	ходят
733	8	5.607	целый
734	8	20.953	эт
735	8	6.776	ясно
736	7	0.251	александра
737	7	18.334	бабушкой
738	7	18.334	боже
739	7	1.199	борис
740	7	18.334	буквы
741	7	10.058	вечера
742	7	10.058	вещей
743	7	12.935	взяла
744	7	2.067	видно
745	7	3.331	вышел
746	7	8.005	говорим
747	7	12.935	готовили
748	7	18.334	двери
749	7	2.640	двумя
750	7	18.334	детство
751	7	18.334	детьми
752	7	18.334	друзьями
753	7	10.058	единственное
754	7	18.334	ездить
755	7	18.334	ехали
756	7	12.935	женщины
757	7	18.334	живёт
758	7	18.334	забыла
759	7	18.334	задание
760	7	6.431	земли
761	7	8.005	знал
762	7	0.616	идут
763	7	0.877	изначально
764	7	18.334	карл
765	7	18.334	квартиры
766	7	10.058	километров
767	7	10.058	короткий
768	7	18.334	красивый
769	7	12.935	лагеря
770	7	0.616	минимум
771	7	8.005	настолько
772	7	8.005	началась
773	7	8.005	начинается
774	7	5.180	наше
775	7	8.005	нашем
776	7	8.005	нашли
777	7	2.067	неделю
778	7	18.334	ненавижу
779	7	18.334	нету
780	7	18.334	ноль
781	7	4.165	общаться
782	7	18.334	одни
783	7	0.877	остался
784	7	4.165	остальное
785	7	18.334	парень
786	7	2.067	перевести
787	7	2.067	получится
788	7	18.334	понравилась
789	7	12.935	понравились
790	7	1.199	попал
791	7	18.334	пошёл
792	7	1.199	пришли
793	7	0.135	происходит
794	7	2.640	прошло
795	7	2.640	пусть
796	7	18.334	пытаюсь
797	7	0.877	рассказывали
798	7	18.334	ребят
799	7	18.334	секунд
800	7	18.334	скажи
801	7	4.165	скоро
802	7	5.180	слов
803	7	18.334	сорок
804	7	0.251	становится
805	7	8.005	стоят
806	7	18.334	супер
807	7	2.640	та
808	7	8.005	точнее
809	7	18.334	троих
810	7	18.334	троллейбус
811	7	10.058	увидел
812	7	8.005	улица
813	7	8.005	франции
814	7	12.935	ходил
815	7	4.165	хотим
816	7	18.334	человечек
817	7	5.180	чему
818	7	10.058	чисто
819	7	18.334	читаю
820	7	18.334	чё
821	7	6.431	шли
822	6	15.715	distinct
823	6	15.715	onion
824	6	15.715	part
825	6	15.715	автобус
826	6	15.715	автобусе
827	6	15.715	ам
828	6	15.715	антифриз
829	6	15.715	бабуля
830	6	15.715	бабушки
831	6	15.715	бешбармак
832	6	0.562	большие
833	6	0.026	большую
834	6	4.772	буквально
835	6	15.715	бутово
836	6	15.715	вау
837	6	15.715	верно
838	6	2.855	виду
839	6	15.715	волосы
840	6	15.715	восемнадцать
841	6	10.603	всяких
842	6	15.715	выпускной
843	6	15.715	вышла
844	6	0.837	главного
845	6	15.715	гончар
846	6	15.715	готовился
847	6	2.175	доме
848	6	10.603	думали
849	6	7.976	ездил
850	6	15.715	жигули
851	6	15.715	загрузили
852	6	10.603	закончила
853	6	15.715	запомнила
854	6	10.603	знаем
855	6	6.146	знак
856	6	7.976	играет
857	6	15.715	играли
858	6	15.715	идёт
859	6	0.562	институт
860	6	0.837	иран
861	6	0.001	ирана
862	6	10.603	ка
863	6	3.703	каждого
864	6	2.855	казахстана
865	6	2.855	класса
866	6	15.715	книги
867	6	15.715	колесо
868	6	15.715	коллектив
869	6	15.715	кормила
870	6	15.715	красиво
871	6	15.715	культура
872	6	15.715	лагере
873	6	10.603	лагерь
874	6	1.628	легко
875	6	15.715	лингвистике
876	6	15.715	литературу
877	6	15.715	лук
878	6	7.976	лучший
879	6	15.715	любил
880	6	15.715	любимый
881	6	15.715	математике
882	6	15.715	мгм
883	6	15.715	мем
884	6	4.772	миллионов
885	6	15.715	молодец
886	6	15.715	мужик
887	6	10.603	мужчина
888	6	4.772	мясо
889	6	2.175	намного
890	6	10.603	написала
891	6	4.772	начинает
892	6	3.703	нашего
