 	фототипия		фототи'пія	 
 	Фоусет		Фо'усетъ	 
 	фофан		фо'фанъ	 
фр 	фрагмент		фрагме'нтъ	^
 	Франкер		Франке'ръ	 
 	фраза		фра'за, во фра'зѣ	 
 	фразеология		фразеоло'гія, фразеологи'змъ, фразеоло'гіей	 
 	фразёр		фразёръ (краснорѣчи'вый болту'нъ, пробавля'ющійся о'бщими мѣста'ми, лишёнными ско'лько-нибу'дь глубо'кой мы'сли и содержа'нія)	 
 	фразёрство		фразёрство	 
 	Фразибул		Ѳрази'булъ	 
 	фрак		фра'къ, во фра'кѣ	 
 	Фракия		Ѳра'кія	 
 	фракция		фра'кція	 
 	франкёр		франкёръ	 
 	франт		фра'нтъ	 
 	франтирёр		франтирёръ	 
 	Франция		Фра'нція	 
 	французские		францу'зскіе (м. р.), францу'зскія (ж. р. и ср. р.)	 
 	французский		францу'зскій, францу'зскаго, по-францу'зски (ра'нѣе — по францу'зски)	 
 	фраппировать		фраппи'ровать (ошеломля'ть, изумля'ть, поража'ть)	 
 	фрахт		фра'хтъ (перево'зка това'ровъ; грузъ корабля' и'ли пово'зки; пла'та за прово'зъ)	 
 	Фребель		Фре'бель	 
 	фрегат		фрега'тъ	 
 	Фредегунда		Фредегу'нда	 
 	Фредериксборг		Фредериксбо'ргъ	 
 	Фредро		Фре'дро	 
 	фреза		фреза'	 
 	Фрезениус		Фрезе'ніусъ	 
 	Фрейберг		Фре'йбергъ	 
 	Фрейбург		Фре'йбургъ	 
 	Фрейлиграт		Фрейлигра'тъ	 
 	фрейлина		фре'йлина (придво'рная дѣви'ца, состоя'щая въ шта'тѣ же'нскихъ осо'бъ Ца'рствующаго до'ма)	 
 	Фрейтаг		Фре'йтагъ	 
 	Фреми		Фреми'	 
 	Френель		Френе'ль	 
 	френология		френоло'гія	 
 	Фрерон		Фреро'нъ	 
 	фреска		фре'ска (стѣнны'я карти'ны, пи'санныя водяны'ми кра'сками)	 
 	Фрея		Фре'я	 
 	фривольный		фриво'льный (соблазни'тельный, легкомы'сленный)	 
 	Фригия		Фри'гія	 
 	фрикаделька		фрикаде'ль (ка'тышки изъ говя'жьяго фа'рша въ су'пѣ)	 
 	фрикасе		фрикассе' (ме'лко изру'бленное мя'со и'ли дичь съ припра'вой)	 
 	фрикция		фри'кція	 
 	фритюр		фритю'ръ, во фритю'рѣ (жа'реніе въ большо'мъ коли'чествѣ ма'сла)	 
 	фришёванный		фришёванный	 
 	Фриуль		Фріу'ль	 
 	Фрол		Фро'лъ	 
 	фрондёр		фрондёръ (человѣ'къ, возстаю'щій про'тивъ чего'-нибудь не изъ при'нциповъ, а изъ ду'ха противорѣ'чія)	 
 	фрондёрство		фрондёрство	 
 	фронт		фро'нтъ и фру'нтъ, на фро'нтѣ, вста'ть во фру'нтъ (стро'й)	 
 	фронтон		фронто'нъ, на фронто'нѣ	 
 	фрукт		фру'ктъ	 
 	фруктовое		фрукто'вое, фрукто'ваго	 
 	фруктовые		фрукто'вые (м. р.), фрукто'выя (ж. р. и ср. р.)	 
 	фря		фря' (укор. ва'жная осо'ба); поду'маешь, э'кая фря'	 
фт 	фторзамещённый		фторзамѣщённый	^
фу 	фузея		фузе'я (ружьё)	^
 	фузилёр		фузилёръ	 
 	Фукиан		Фукіа'нъ	 
 	Фукинид		Ѳукини'дъ	 
 	фуксия		фу'ксія	 
 	Фукье-Тенвиль		Фукье'-Тенви'ль	 
 	Фулье		Фулье'	 
 	фундамент		фунда'ментъ	 
 	фуникулёр		фуникулёръ, фюникюлёръ (верёвочная подъёмная маши'на; желѣ'зная доро'га, предназна'ченная для подъёма на больші'я крутизны')	 
 	Функе		Фу'нке	 
 	функционал		функціона'лъ	 
 	функционер		функціоне'ръ	 
 	функционирует		функціони'руетъ	 
 	функция		фу'нкція	 
 	фунт		фу'нтъ	 
 	фура		фу'ра	 
 	фураж		фура'жъ	 
 	фуражка		фура'жка	 
 	фургон		фурго'нъ	 
 	фурия		фу'рія	 
 	фурлейт		фурле'йтъ (солда'ты-пого'нщики при вое'нныхъ фу'рахъ)	 
 	фурман		фу'рманъ (пого'нщикъ при фу'рѣ и'ли хозя'инъ фу'ры)	 
 	фурманщик		фурма'нщикъ (лове'цъ безхозя'йныхъ соба'къ)	 
 	Фурнерон		Фурнеро'нъ	 
 	фурор		фуро'ръ	 
 	фурункулёз		фурункулёзъ	 
 	Фурье		Фурье'	 
 	фурьер		фурье'ръ (поставщи'къ провіа'нта; квартирме'йстеръ, у'нтеръ-офице'ръ, приготовля'ющій для ро'ты провіа'нтъ и кварти'ры)	 
 	фут		фу'тъ	 
 	футбол		футбо'лъ	 
 	футеровка		футеро'вка	 
 	футляр		футля'ръ	 
 	футшток		футшто'къ	 
 	Фуф		Ѳу'ѳъ	 
 	фуфайка		фуфа'йка (тёплая, обыкнове'нно вя'занная изъ ше'рсти руба'шка, надѣва'емая на го'лое тѣ'ло)	 
 	фуфыриться		фуфы'риться	 
 	фухтель		фу'хтель (пло'ская сторона' са'бли и'ли тесака'; уда'ръ клинко'мъ плашмя')	 
 	Фуше		Фуше'	 
фь 	фьорд		фьо'рдъ, фіо'рдъ
