га 	гавань		га'вань	^
 	Голландия		Голла'ндія	 
 	голова		голова', на головѣ'	 
 	головёнка		головёнка	 
 	головешка		голове'шка	 
 	Головлёв		Головлёвъ	 
 	головнёй		головнёй	 
 	головного		головно'го (головно'й), но уголо'внаго (уголо'вный)	 
 	головокружение		головокруже'ніе	 
 	головорез		головорѣ'зъ	 
 	голодание		голода'ніе	 
 	голоден		го'лоденъ	 
 	голоднее		голоднѣ'е	 
 	голодное		голо'дное, голо'дные (м. р.), голо'дныя (ж. р. и ср. р.), голо'днаго	 
 	гололёд		гололёдъ, при гололёдѣ	 
 	гололедица		гололе'дица, при гололе'дицѣ	 
 	голос		го'лосъ, въ го'лосѣ	 
 	голосистее		голоси'стѣе	 
 	голословен		голосло'венъ	 
 	голосочек		голосо'чекъ	 
 	голосуешь		голосу'ешь	 
 	голошение		голоше'ніе (отъ голоси'ть)	 
 	Голубев		Го'лубевъ	 
 	голубее		голубѣ'е, голубѣ'й	 
 	голубей		голубе'й (го'лубь), голубѣ'й (голубѣ'е)	 
 	голубёнок		голубёнокъ	 
 	голубенький		голу'бенькій	 
 	голубеть		голубѣ'ть, голубѣ'етъ	 
 	голубое		голубо'е, голубо'го	 
 	голубочек		голубо'чекъ	 
 	голубчик		голу'бчикъ	 
 	голубые		голубы'е (м. р.), голубы'я (ж. р. и ср. р.)	 
 	гольё		гольё	 
 	гольём		гольёмъ	 
 	Гомель		Го'мель	 
 	гомеопатия		гомеопа'тія	 
 	Гомер		Гоме'ръ	 
 	гомерический		гомери'ческій (неудержи'мый, о'чень гро'мкій смѣ'хъ)	 
 	гомилетика		гомиле'тика	 
 	гомогенный		гомоге'нный (одноро'дный)	 
 	гомосексуалист		гомосексуали'стъ	 
 	гондольер		гондолье'ръ (гребе'цъ на гондо'лѣ)	 
 	гонение		гоне'ніе, гоне'нія	 
 	гонец		гоне'цъ, но га'нецъ (жи'тель Га'ны)	 
 	гониометр		гоніо'метръ	 
 	гонобобель		гонобо'бель (голуби'ка), гонобо'льникъ	 
 	гонорар		гонора'ръ, гонора'рій	 
 	гоноррея		гонорре'я, при гонорре'ѣ	 
 	гончар		гонча'ръ	 
 	гончего		го'нчаго	 
 	гончие		го'нчіе (м. р.), го'нчія (ж. р. и ср. р.)	 
 	гончий		го'нчій, го'нчаго	 
 	гоньба		гоньба' (отъ гоня'ть)	 
 	гора		гора', на горѣ'	 
 	горбатенький		горба'тенькій	 
 	горбатеть		горба'тѣть	 
 	горбылём		горбылёмъ	 
 	Гордей		Горде'й, Горде'евъ	 
 	горделивый		гордели'вый	 
 	гордец		горде'цъ, гордецо'въ, гордецо'мъ, о гордецѣ'	 
 	Гордиев		Го'рдіевъ (у'зелъ)	 
 	Гордий		Го'рдій	 
 	горе		го'ре (печа'ль), въ го'рѣ (въ печа'ли)	 
 	горе		горѣ' (вве'рхъ), на горѣ', но го'ре (печа'ль)	 
 	горевать		горева'ть	 
 	горе-злосчастие		го'ре-злосча'стье и го'ре-злосча'стіе	 
 	горек		го'рекъ, горька', го'рько, горьки' и го'рьки	 
 	горелка		горѣ'лка	 
 	горелки		горѣ'лки (игра' въ горѣ'лки)	 
 	горельеф		горелье'фъ	 
 	горем		го'ремъ (уби'тый)	 
 	горемыка		горемы'ка	 
 	горемычный		горемы'чный, горемы'чнаго	 
 	горение		горѣ'ніе	 
 	горенка		го'ренка (ко'мнатка, отъ го'рница), въ го'ренкѣ	 
 	горестный		го'рестный, го'рестнаго	 
 	горесть		го'ресть, въ го'рести	 
 	гореть		горѣ'ть, горѣ'вшій, горѣ'ніе	 
 	горец		го'рецъ, го'рца, го'рцемъ, го'рцевъ, о го'рцѣ (жи'тель горъ)	 
 	горец		горе'цъ, горца', горцо'мъ, горцо'въ, о горцѣ' (расте'ніе)	 
 	горечавка		гореча'вка	 
 	горечь		го'речь	 
 	горжетка		горже'тка (пло'тно облега'ющій ше'ю мѣхово'й воротни'къ), въ горже'ткѣ	 
 	горизонт		горизо'нтъ, на горизо'нтѣ	 
 	горилла		гори'лла	 
 	гористее		гори'стѣе	 
 	горка		го'рка, на го'ркѣ	 
 	горлинка		го'рлинка и го'рленка	 
 	горлодёр		горлодёръ (горлопа'нъ)	 
 	горнего		го'рняго	 
 	горнее		го'рнее (небе'сное)	 
 	горний		го'рній (небе'сный), го'рняго, го'рнему	 
 	горница		го'рница, въ го'рницѣ, по го'рницѣ	 
 	горного		го'рнаго	 
 	горное		го'рное (дѣ'ло)	 
 	горностаевый		горноста'евый	 
 	горные		го'рные (м. р.), го'рныя (ж. р. и ср. р.)	 
 	горный		го'рный, го'рнаго	 
 	город		го'родъ, въ го'родѣ	 
 	Городец		Городе'цъ	 
 	городище		городи'ще, на городи'щѣ	 
 	городищенский		городи'щенскій	 
 	городничего		городни'чаго	 
 	городничий		городни'чій, городни'чаго	 
 	городовой		городово'й, городово'го, городовы'е (мн. м. р.) — ни'жній чинъ городско'й поли'ціи	 
 	городовые		городовы'е (м. р.), городовы'я (ж. р. и ср. р.); отъ городово'й — относя'щіяся къ го'роду	 
 	городские		городскі'е (м. р.), городскі'я (ж. р. и ср. р.)	 
 	городского		городско'го (но нижегоро'дскаго)	 
 	городское		городско'е	 
 	горожане		горожа'не	 
 	горох		горо'хъ, на горо'хѣ	 
 	горошек		горо'шекъ	 
 	горский		го'рскій, го'рскаго, го'рскихъ (отъ го'рецъ)	 
 	горстка		го'рстка, о го'рсткѣ	 
 	гортензия		горте'нзія	 
 	горчайшего		горча'йшаго	 
 	горчайшее		горча'йшее	 
 	горчайшие		горча'йшіе (м. р.), горча'йшія (ж. р. и ср. р.)	 
 	горчайший		горча'йшій, горча'йшаго	 
 	горче		го'рче и горчѣ'е (отъ го'рько)	 
 	горчица		горчи'ца съ хрѣ'номъ, въ горчи'цѣ, нама'зать горчи'цей	 
 	горше		го'рше (отъ го'рестнѣе), го'ршій, го'ршая, го'ршаго	 
 	горшее		го'ршее (го'рькое)	 
 	горшеня		горше'ня (горше'чникъ), горше'ней, о горше'нѣ	 
 	горшечный		горше'чный, горше'чное, горше'чнаго	 
 	горшие		го'ршіе (м. р.), го'ршія (ж. р. и ср. р.)	 
 	горшок		горшо'къ, на горшкѣ'	 
 	горючее		горючѣ'е (болѣ'е горю'чъ) но горю'чее (то'пливо)	 
 	горючесть		горю'честь	 
 	горяч		горя'чъ, горяча', горячи', горячо'	 
 	горячего		горя'чаго	 
 	горячее		горячѣ'е (бо'лѣе горя'чее) но горя'чее (блю'до)	 
 	горячем		горя'чемъ (о горя'чемъ блю'дѣ)	 
 	горячему		горя'чему (по горя'чему слѣ'ду)	 
 	горячие		горя'чіе (м. р.), горя'чія (ж. р. и ср. р.)	 
 	горячий		горя'чій, горя'чаго, горя'чъ, горячѣ'е но горя'чее (блю'до)	 
 	горячим		горя'чимъ (по горя'чимъ слѣда'мъ)	 
 	горячительный		горячи'тельный, горячи'тельнаго	 
 	горящего		горя'щаго	 
 	горящее		горя'щее	 
 	горящие		горя'щіе (м. р.), горя'щія (ж. р. и ср. р.)	 
 	горящий		горя'щій, горя'щаго	 
 	госзаём		госзаёмъ	 
 	го-сотерн		госоте'рнъ (сла'дкое бѣ'лое бордо'сское вино' вы'сшаго со'рта)	 
 	Господень		Госпо'день (гнѣ'въ Госпо'день)	 
 	Господне		Госпо'дне	 
 	Господнего		Госпо'дняго	 
 	Господнее		Госпо'днее	 
 	господский		госпо'дскій	 
 	госприёмка		госпріёмка	 
 	гостевая		госте'вая	 
 	гостевой		госте'вой	 
 	гостей		госте'й	 
 	гостёк		гостёкъ	 
 	гостеприимство		гостепріи'мство	 
 	гостёчек		гостёчекъ	 
 	гостиная		гости'ная, гости'ница, Гости'ный (дворъ)	 
 	гостинец		гости'нецъ, гости'нцемъ, о гости'нцѣ	 
 	гостиница		гости'ница, въ гости'ницѣ (не гости'нница!)	 
 	гостинный		гости'нный (отъ гости'ная — гости'нный ками'нъ, гости'нная ме'бель), но гости'ный (отъ го'сть — гости'ный ря'дъ)	 
 	гостиный		гости'ный (отъ го'сть — гости'ный ря'дъ), но гости'нный (отъ гости'ная — гости'нный ками'нъ, гости'нная ме'бель)	 
 	Гостиный		Гости'ный дворъ (не Гости'нный!)	 
 	гость		го'сть, о го'стѣ	 
 	государев		госуда'ревъ	 
 	государственного		госуда'рственнаго	 
 	государственное		госуда'рственное	 
 	государственность		госуда'рственность	 
 	государственные		госуда'рственные (м. р.), госуда'рственныя (ж. р. и ср. р.)	 
 	государственный		госуда'рственный, госуда'рственнаго	 
 	государство		госуда'рство, въ госуда'рствѣ	 
 	государь		госуда'рь, о госуда'рѣ, госуда'ревъ	 
 	гот		готъ, го'ты (гру'ппа герма'нскихъ племёнъ; готѳъ, готфъ, готтъ — оши'бочно!)	 
 	готический		готи'ческій	 
 	готовенький		гото'венькій	 
 	готтентот		готтенто'тъ, готтенто'товъ (этни'ческая о'бщность на ю'гѣ А'фрики)	 
 	гофмейстер		гофме'йстеръ (чи'нъ и до'лжность лица', управля'ющаго шта'томъ придво'рныхъ)	 
 	гощение		гоще'ніе, гоще'нье	 
гр 	грабёж		грабёжъ	^
 	грабельки		гра'бельки	 
 	грабитель		граби'тель	 
 	грабель		гра'бель	 
 	граблей		грабле'й	 
 	грабление		грабле'ніе	 
 	гравер		гра'веръ (жукъ семе'йства короѣ'довъ)	 
 	гравёр		гравёръ (ма'стеръ гравиро'вки), гравиро'вщикъ	 
 	гравий		гра'вій	 
 	гравюра		гравю'ра, на гравю'рѣ, гравю'рное	 
 	град		градъ, въ гра'дѣ	 
 	градиент		градіе'нтъ	 
 	градостроение		градострое'ніе	 
 	градостроитель		градострои'тель	 
 	граждане		гра'ждане	 
 	гражданин		граждани'нъ, о граждани'нѣ	 
 	гражданские		гражда'нскіе (м. р.), гражда'нскія (ж. р. и ср. р.)	 
 	гражданский		гражда'нскій, гражда'нскаго	 
 	гражданского		гражда'нскаго	 
 	гражданское		гражда'нское	 
 	грамм		гра'ммъ, въ гра'ммѣ	 
 	грамматика		грамма'тика, граммати'ческій, въ грамма'тикѣ	 
 	грамматический		граммати'ческій, граммати'ческаго	 
 	граммофон		граммофо'нъ (механи'ческій аппара'тъ съ ру'поромъ, воспроизводя'щій зву'ки, запи'санные на пласти'нку)	 
 	грамота		гра'мота, въ гра'мотѣ, по гра'мотѣ, грамоте'й	 
 	грамотей		грамоте'й, о грамоте'ѣ, грамоте'евъ	 
 	гранатомёт		гранатомётъ	 
 	грандиозное		грандіо'зное	 
 	грандиозные		грандіо'зные (м. р.), грандіо'зныя (ж. р. и ср. р.)	 
 	гранёный		гранёный, гранёнаго	 
 	граница		грани'ца, на грани'цѣ	 
 	гранулёзный		гранулёзный	 
 	гранулёма		гранулёма	 
 	граф		графъ (дворя'нскій ти'тулъ), гра'фы и графья', гра'фовъ и графьёвъ, о гра'фѣ	 
 	графа		графа', графы', гра'фы, гра'фъ, графа'мъ, въ графѣ'	 
 	графекон		графеко'нъ	 
 	графель		гра'фель, гра'фельный	 
 	графема		графе'ма	 
 	график		гра'фикъ, на гра'фикѣ	 
 	графика		гра'фика, въ гра'фикѣ	 
 	графин		графи'нъ, въ графи'нѣ	 
 	графинчик		графи'нчикъ	 
 	графиня		графи'ня, графи'нинъ	 
 	графический		графи'ческій, графи'ческаго	 
 	графлёный		графлёный	 
 	графомания		графома'нія	 
 	графчик		гра'фчикъ	 
 	графьёв		графьёвъ	 
 	Грациан		Граціа'нъ	 
 	Грации		Гра'ціи	 
 	грациозно		граціо'зно	 
 	грация		гра'ція	 
 	грёб		грёбъ, гребла', гребли'	 
 	гребём		гребёмъ, гребётъ, гребёте, гребёшь, гребу'тъ	 
 	гребёнка		гребёнка	 
 	гребень		гре'бень	 
 	гребёт		гребётъ	 
 	гребёте		гребёте	 
 	гребец		гребе'цъ, о гребцѣ', гребцо'мъ, гребца'ми	 
 	гребешок		гребешо'къ	 
 	гребёшь		гребёшь	 
 	гребной		гребно'й, гребно'е	 
 	гребные		гребны'е (м. р.), гребны'я (ж. р. и ср. р.)	 
 	греет		грѣ'етъ	 
 	греете		грѣ'ете, грѣ'етесь	 
 	грезет		грезе'тъ	 
 	грезится		гре'зится, пригре'зится	 
 	грезить		гре'зить, гре'жу, гре'зишь	 
 	грезиться		гре'зиться, пригре'зиться	 
 	грёзы		грёзы, ед. ч. грёза, грёзъ, въ грёзахъ	 
 	грей		грѣй, грѣ'йся	 
 	грек		грекъ, о гре'кѣ	 
 	греко-славянский		гре'ко-славя'нскій, гре'ко-славя'нскаго	 
 	грелка		грѣ'лка	 
 	гремел		гремѣ'лъ	 
 	греметь		гремѣ'ть	 
 	гремит		греми'тъ	 
 	Гремячево		Гремя'чево	 
 	гремящего		гремя'щаго	 
 	гремящее		гремя'щее	 
 	гремящие		гремя'щіе (м. р.), гремя'щія (ж. р. и ср. р.)	 
 	гремящий		гремя'щій, гремя'щаго	 
 	гренадер		гренаде'ръ (солда'тъ или офице'ръ отбо'рныхъ часте'й; не гренадёръ!)	 
 	гренадин		гренади'нъ (сиро'пъ на осно'вѣ грана'товаго со'ка)	 
 	гренки		гренки'	 
 	Гренландия		Гренла'ндія	 
 	грести		грести' и гре'сть, гребу'	 
 	греть		грѣть, грѣ'етъ	 
 	Греция		Гре'ція	 
 	грех		грѣхъ, въ грѣхѣ'	 
 	греховные		грѣхо'вные (м. р.), грѣхо'вныя (ж. р. и ср. р.)	 
 	греховный		грѣхо'вный	 
 	греховодник		грѣхово'дникъ	 
 	греховодный		грѣхово'дный	 
 	грехопадение		грѣхопаде'ніе	 
 	грецкий		гре'цкій орѣ'хъ, гре'цкаго	 
 	греча		гре'ча, въ гре'чѣ	 
 	гречанка		греча'нка, о греча'нкѣ	 
 	греческий		гре'ческій и гре'цкій, гре'ческаго	 
 	гречиха		гречи'ха	 
 	гречка		гре'чка	 
 	гречневик		гречневи'къ, грешневи'къ (лепёшка изъ гре'чневой муки'; шля'па въ фо'рмѣ лепёшки)	 
 	гречневый		гре'чневый	 
 	грешат		грѣша'тъ	 
 	грешен		грѣ'шенъ	 
 	грешит		грѣши'тъ	 
 	грешить		грѣши'ть	 
 	грешна		грѣшна'	 
 	грешнее		грѣшнѣ'е	 
 	грешник		грѣ'шникъ, о грѣ'шникѣ	 
 	грешница		грѣ'шница, о грѣ'шницѣ	 
 	грешно		грѣшно'	 
 	грешного		грѣ'шнаго	 
 	грешность		грѣ'шность	 
 	грешны		грѣшны' и грѣ'шны	 
 	грешные		грѣ'шные (м. р.), грѣ'шныя (ж. р. и ср. р.)	 
 	грешный		грѣ'шный, грѣ'шнаго	 
 	грешок		грѣшо'къ	 
 	Грибоедов		Грибоѣ'довъ	 
 	гривенник		гри'венникъ (десятикопе'ечная моне'та, на сами'хъ моне'тахъ писа'ли «копѣ'екъ»)	 
 	Григорий		Григо'рій, Григо'рьевъ, Григо'рьевичъ, Григо'рьевна	 
 	Григориополь		Григоріо'поль	 
 	гривуазные		гривуа'зные (м. р.), гривуа'зныя (ж. р. и ср. р.), гривуа'зныя пѣ'сни (пика'нтныя, нескро'мныя)	 
 	григорианский		григоріа'нскій календа'рь, григоріа'нское лѣтосчисле'ніе, не грегоріа'нскій!	 
 	гридень		гри'день, гри'днемъ	 
 	гризетка		гризе'тка (шве'йка, нося'щая сѣ'рое пла'тье — середи'на ме'жду бѣ'лымъ и чёрнымъ, до'брымъ и непохва'льнымъ)	 
 	гримёр		гримёръ	 
 	гримёрка		гримёрка, въ гримёркѣ	 
 	гримёрная		гримёрная	 
 	гримёрша		гримёрша	 
 	Гринвич		Гри'ничъ	 
 	гриф		грифъ	 
 	грифелёк		грифелёкъ	 
 	грифель		гри'фель	 
 	гробанёмся		гробанёмся	 
 	гроденапль		гродена'пль	 
 	гродненский		гро'дненскій	 
 	грозен		гро'зенъ	 
 	громадный		грома'дный	 
 	громкие		гро'мкіе (м. р.), гро'мкія (ж. р. и ср. р.)	 
 	громкий		гро'мкій, гро'мкаго	 
 	громкое		гро'мкое	 
 	громовержец		громове'ржецъ	 
 	громоздить		громозди'ть	 
 	громоносный		громоно'сный, громоно'сенъ, громоно'сецъ	 
 	Громоносцев		Громоно'сцевъ	 
 	громче		гро'мче, громчѣ'й	 
 	громыхнёт		громыхнётъ	 
 	гроссмейстер		гросме'йстеръ	 
 	гротеск		гроте'скъ, гроте'скное	 
 	грошовый		грошо'вый, грошо'ваго и грошево'й, грошево'го	 
 	грубее		грубѣ'е	 
 	грубейший		грубѣ'йшій, грубѣ'йшаго	 
 	грубеть		грубѣ'ть	 
 	Грубешов		Грубешо'въ	 
 	грубиян		грубія'нъ, грубіа'нъ	 
 	грубошёрстный		грубошёрстный	 
 	грубошёрстый		грубошёрстый	 
 	грубый		гру'бый, грубѣ'е, гру'баго	 
 	грудей		груде'й (отъ гру'ди)	 
 	гружённый		гружённый, гружённаго	 
 	гружёный		гружёный, гружёнаго	 
 	груздь		гру'здь (не гру'зьдь!), гру'зди, грузде'й, груздя', груздю', о груздѣ', груздёвый, груздёмъ но назва'лся гру'здемъ — полѣза'й въ ку'зовъ	 
 	Грузия		Гру'зія	 
 	грузовое		грузово'е, грузово'го	 
 	грузовые		грузовы'е (м. р.), грузовы'я (ж. р. и ср. р.)	 
 	грузоподъёмник		грузоподъёмникъ	 
 	грузоподъёмный		грузоподъёмный	 
 	грузчик		гру'зчикъ	 
 	группа		гру'ппа, въ гру'ппѣ	 
 	группетто		группе'тто (мелоди'ческое украше'ніе вокру'гъ основно'й но'ты)	 
 	грусть		гру'сть (не гру'сьть!), грустнѣ'е, грусти'те	 
 	грушевый		гру'шевый, гру'шеваго	 
 	грызём		грызёмъ	 
 	грызёт		грызётъ	 
 	грызёшь		грызёшь	 
 	грызёшься		грызёшься	 
 	грюйер		грюйе'ръ	 
 	гряда		гряда', по грядѣ'	 
 	грядёт		грядётъ	 
 	грядётся		грядётся	 
 	грядёшь		грядёшь	 
 	грядка		гря'дка, на гря'дкѣ	 
 	грядущего		гряду'щаго	 
 	грядущее		гряду'щее	 
 	грядущему		гряду'щему	 
 	грядущие		гряду'щіе (м. р.), гряду'щія (ж. р. и ср. р.)	 
 	грядущий		гряду'щій, гряду'щаго	 
 	грязелечебный		грязелѣче'бный	 
 	грязнёхонек		грязнёхонекъ	 
 	грязнёшенек		грязнёшенекъ	 
 	грянет		гря'нетъ	 
гу 	губёнка		губёнка	^
 	губернатор		губерна'торъ, о губерна'торѣ	 
 	губернаторша		губерна'торша (жена' губерна'тора)	 
 	губернией		губе'рніей	 
 	губерния		губе'рнія, въ губе'рніи, губе'рній	 
 	губернские		губе'рнскіе (м. р.), губе'рнскія (ж. р. и ср. р.)	 
 	губернский		губе'рнскій, губе'рнскаго	 
 	губернского		губе'рнскаго	 
 	губошлёп		губошлёпъ	 
 	гувернантка		гуверна'нтка	 
 	гувернёр		гувернёръ (дома'шній воспита'тель, занима'вшійся обуче'ніемъ дѣте'й, обы'чно иностра'нецъ)	 
 	гугель		гу'гель (продолгова'тыя пшени'чныя бу'лочки, хлѣ'бцы, съ виту'шкой по'верху)	 
 	гугенот		гугено'тъ (францу'зскіе протеста'нты въ XVI-XVII вѣка'хъ)	 
 	гугнивый		гугни'вый и гугня'вый (косноязы'чный)	 
 	гудение		гудѣ'ніе	 
 	гудёт		гудётъ (гуди'тъ)	 
 	гудеть		гудѣ'ть	 
 	гужевать		гужева'ть, гужу'ешь	 
 	гужеваться		гужева'ться, гужу'ешься (ве'село проводи'ть вре'мя)	 
 	гужевая		гужева'я (тя'га)	 
 	гужевой		гужево'й, гужево'е, гужево'го	 
 	гужом		гужёмъ и гужо'мъ (гужево'й тя'гой)	 
 	гулевой		гулево'й	 
 	гулёна		гулёна	 
 	гулливый		гулли'вый (лю'бящій гуля'ть, разгу'льный)	 
 	гульбище		гу'льбище, на гу'льбищѣ	 
 	гульден		гу'льденъ (золота'я, позднѣ'е сере'бряная моне'та въ европе'йскихъ стра'нахъ)	 
 	гульнём		гульнёмъ	 
 	гуляешь		гуля'ешь, гуля'етъ, гуля'емъ	 
 	гуляние		гуля'ніе, гуля'нье	 
 	гулянье		гуля'нье, гуля'ніе	 
 	гуманен		гума'ненъ	 
 	гуманнее		гума'ннѣе	 
 	гуманнейший		гума'ннѣйшій	 
 	гуманного		гума'ннаго	 
 	гуманное		гума'нное	 
 	гуманные		гума'нные (м. р.), гума'нныя (ж. р. и ср. р.)	 
 	гуменник		гуме'нникъ	 
 	гумённик		гумённикъ	 
 	гуменце		гуме'нце, гуме'нцевъ и гуме'нецъ	 
 	Гумилёв		Гумилёвъ	 
 	гуммиарабик		гуммиара'бикъ (кле'й изъ ка'меди)	 
 	гуммиластик		гуммила'стикъ (каучу'къ)	 
 	гурей		гу'рей, гу'рій	 
 	Гурий		Гу'рій, Гурья'нъ	 
 	гурия		гу'рія	 
 	гурман		гурма'нъ, о гурма'нѣ (человѣ'къ, лю'бящій мно'го, сы'тно и вку'сно поѣ'сть, иногда' безъ вся'кой мѣ'ры), не гурмэ'!	 
 	гурмэ		гурмэ' (человѣ'къ, разбира'ющійся въ то'нкостяхъ кулинарі'и, кулина'рный экспе'ртъ, но не обжо'ра), не гурма'нъ!	 
 	Гурьев		Гу'рьевъ	 
 	гурьевская		гу'рьевская (ка'ша)	 
 	Гусев		Гу'севъ	 
 	гусёк		гусёкъ (архитекту'рный про'филь)	 
 	гусельник		гу'сельникъ	 
 	гусельки		гу'сельки	 
 	гусем		гу'семъ	 
 	гусеница		гу'сеница	 
 	гусёнок		гусёнокъ	 
 	густеть		густѣ'ть	 
 	густонаселённый		густонаселённый	 
 	густотёртая		густотёртая	 
 	густошёрстный		густошёрстный	 
 	густошёрстый		густошёрстый	 
 	гусь		гусь, гуся' и гу'ся, гу'семъ, гусе'й, о гусѣ' и о гу'сѣ	 
 	гуттаперча		гуттапе'рча (кожеподо'бное вещество', получа'емое изъ затвердѣ'вшаго со'ка нѣ'которыхъ расте'ній)	 
 	Гуттенберг		Гуттенбе'ргъ	 
 	гуще		гу'ще (отъ густо'й), но на кофе'йной гу'щѣ (отъ гу'ща)	 
гя 	гяур		гяу'ръ (назва'ніе иновѣ'рца у мусульма'нъ)
